Unnamed: 0,Strategy,Date,Ticker,Target Entry,Volume Spike,Price Spike,Previous Day Close,Signal Time,Shares,Stop Price,Sell Price,Backup Sell Time,Yesterday High,Time Threshold,Buy Time Threshold,Sell_Time,Market Cap,Sector,Float,Market Capitalization,Shares Float
14,0,2024-11-14,AKTS,0.056847111,11.63627587,0.434878587,0.0509,08:00:00,2552.041755,0.062531822,0.054004755,,0.0652,12:30:00,10:30:00,15:30:00,10400000.0,Technology,147770000,10.4M,147.77M
22,0,2024-11-14,DIS,111.9709856,28.68632149,0.136507622,108.7194,09:30:00,1.295658864,123.1680842,106.3724363,,114.81,12:30:00,10:30:00,15:30:00,175229000000.0,Communication Services,1812500000,175229.07M,1812.5M
7,0,2024-11-14,SMR,25.70938783,6.124220231,0.126841244,24.4201,09:30:00,5.642927049,28.28032661,24.42391844,,27.54,12:30:00,10:30:00,15:30:00,1795890000.0,Industrials,79840000,1795.89M,79.84M
3,0,2024-11-14,DLO,10.72754138,40.99364531,0.283224401,10.06,09:30:00,13.52371385,11.80029552,10.19116432,,11.78,12:30:00,10:30:00,15:30:00,2433990000.0,Technology,62590000,2433.99M,62.59M
2,0,2024-11-14,AAP,43.44520268,16.46525048,0.109965812,40.51,09:30:00,3.339291591,47.78972295,41.27294255,,45.4531,12:30:00,10:30:00,15:30:00,2445280000.0,Consumer Cyclical,59020000,2445.28M,59.02M
13,0,2024-11-14,BIIB,169.3669439,14.52274438,0.072336689,164.89,11:00:00,0.856579192,186.3036383,160.8985967,,175.86,12:30:00,10:30:00,15:30:00,26896120000.0,Healthcare,144530000,26896.12M,144.53M
20,0,2024-11-14,OCGN,1.011659402,6.851881855,0.074626866,1.0,10:00:00,143.4041929,1.112825342,0.961076432,,1.08,12:30:00,10:30:00,15:30:00,270130000.0,Healthcare,283710000,270.13M,283.71M
5,0,2024-11-14,OKLO,23.79866227,7.494037525,0.071428571,22.55,09:30:00,6.095981292,26.1785285,22.60872916,,26.2,12:30:00,10:30:00,15:30:00,2724050000.0,Utilities,69460000,2724.05M,69.46M
9,0,2024-11-14,ZIM,26.56405306,18.97290475,0.105006105,25.37,09:30:00,5.461372919,29.22045837,25.23585041,,27.48,12:30:00,10:30:00,15:30:00,2972890000.0,Industrials,99230000,2972.89M,99.23M
18,0,2024-11-14,IONQ,26.66628909,5.88546834,0.108257606,26.16,09:30:00,5.440434533,29.33291799,25.33297463,,28.5,12:30:00,10:30:00,15:30:00,3159820000.0,Technology,183760000,3159.82M,183.76M
11,0,2024-11-14,TGTX,34.61325303,6.572163219,0.185064935,30.7,09:30:00,4.191348322,38.07457833,32.88259038,,36.5,12:30:00,10:30:00,15:30:00,3772960000.0,Healthcare,137980000,3772.96M,137.98M
16,0,2024-11-14,OSCR,15.73082902,5.883383406,0.090902007,15.68,11:00:00,9.22241287,17.30391192,14.94428757,,16.8,12:30:00,10:30:00,15:30:00,3863300000.0,Healthcare,173220000,3863.3M,173.22M
15,0,2024-11-14,TSHA,2.36350085,6.326146341,0.190045249,2.25,09:30:00,61.3819115,2.599850935,2.245325807,,2.63,12:30:00,10:30:00,15:30:00,413980000.0,Healthcare,158490000,413.98M,158.49M
10,0,2024-11-14,ASTS,28.13464029,8.780978661,0.063169165,23.59,09:30:00,5.156497417,30.94810432,26.72790828,,29.79,12:30:00,10:30:00,15:30:00,4557840000.0,Technology,111660000,4557.84M,111.66M
21,0,2024-11-14,OXY,51.61373377,5.520438591,0.080132177,50.56,09:30:00,2.810806144,56.77510714,49.03304708,,52.3,12:30:00,10:30:00,15:30:00,46929230000.0,Energy,903020000,46929.23M,903.02M
12,0,2024-11-14,FRO,19.8780301,8.102372373,0.061292083,19.77,09:30:00,7.29831876,21.86583311,18.8841286,,20.04,12:30:00,10:30:00,15:30:00,4870930000.0,Energy,143150000,4870.93M,143.15M
8,0,2024-11-14,NYMT,6.018347134,5.152195444,0.06951073,5.81,09:30:00,24.10565505,6.620181847,5.717429777,,6.2299,12:30:00,10:30:00,15:30:00,488230000.0,Real Estate,89150000,488.23M,89.15M
4,0,2024-11-14,ZCAR,8.175493163,37.80932193,0.435860058,7.17,09:30:00,17.74525366,8.99304248,7.766718505,,9.85,12:30:00,10:30:00,15:30:00,5980000.0,Industrials,66550000,5.98M,66.55M
1,0,2024-11-14,LUNR,12.7416914,22.58166071,0.256323777,9.9699,09:30:00,11.38594519,14.01586054,12.10460683,,15.27,12:30:00,10:30:00,15:30:00,503990000.0,Industrials,54950000,503.99M,54.95M
19,0,2024-11-14,PL,3.164250264,10.05066296,0.10367893,3.0001,09:30:00,45.84852269,3.48067529,3.00603775,,3.3,12:30:00,10:30:00,15:30:00,669130000.0,Industrials,195960000,669.13M,195.96M
17,0,2024-11-14,MVST,0.861793557,6.93533562,0.293661061,0.76,09:30:00,168.3421729,0.947972913,0.818703879,,1.0601,12:30:00,10:30:00,15:30:00,67050000.0,Industrials,174070000,67.05M,174.07M
0,0,2024-11-14,AREC,1.173935984,6.530240969,0.090222337,1.08,09:30:00,123.5810146,1.291329583,1.115239185,,1.3,12:30:00,10:30:00,15:30:00,78190000.0,Basic Materials,51470000,78.19M,51.47M
6,0,2024-11-14,MAPS,1.034859467,19.12275655,0.12745098,1.02,10:30:00,140.1892765,1.138345414,0.983116494,,1.15,12:30:00,10:30:00,15:30:00,85920000.0,Technology,79120000,85.92M,79.12M
