Unnamed: 0,Strategy,Date,Ticker,Target Entry,Volume Spike,Price Spike,Previous Day Close,Signal Time,Shares,Stop Price,Sell Price,Backup Sell Time,Yesterday High,Time Threshold,Buy Time Threshold,Sell_Time,Market Cap,Sector,Float,Market Capitalization,Shares Float
7,0,2024-11-20,QSI,1.3940796635841275,41.621833827363126,1.8225806451612905,1.3,09:30:00,159.2889601653668,1.5334876299425402,1.3243756804049212,,1.89,12:30:00,10:30:00,15:30:00,114020000.0,Healthcare,97160000.0,114.02M,97.16M
0,0,2024-11-20,GRWG,1.757636452520017,7.382724570784136,0.0788842757733466,1.747,11:30:00,126.34097323233064,1.9334000977720187,1.6697546298940162,,1.845,12:30:00,10:30:00,15:30:00,120120000.0,Consumer Cyclical,54270000.0,120.12M,54.27M
5,0,2024-11-20,HUT,25.8501744435036,8.042093558938493,0.115838247683235,24.59,09:30:00,8.590328877096079,28.43519188785396,24.55766572132842,,26.49,12:30:00,10:30:00,15:30:00,1396260000.0,Financial,80770000.0,1396.26M,80.77M
14,0,2024-11-20,IREN,10.536545637701463,6.034332180628005,0.1,10.04,09:30:00,21.075360714561715,11.59020020147161,10.009718355816393,,10.912,12:30:00,10:30:00,15:30:00,1807120000.0,Financial,172030000.0,1807.12M,172.03M
13,0,2024-11-20,APLD,9.136670165661318,8.550587799320823,0.1113662456946037,8.8,09:30:00,24.304423381133084,10.05033718222745,8.679836657378253,,9.68,12:30:00,10:30:00,15:30:00,1868380000.0,Technology,169920000.0,1868.38M,169.92M
23,0,2024-11-20,HOOD,37.16614655564979,12.331612626431394,0.0960598216853608,36.17,09:30:00,5.974832490839529,40.88276121121477,35.3078392278673,,38.11,12:30:00,10:30:00,15:30:00,23859820000.0,Financial,595390000.0,23859.82M,595.39M
12,0,2024-11-20,RGTI,1.408586260057522,8.290219449700679,0.1287878787878787,1.37,09:30:00,157.6484921774913,1.549444886063274,1.3381569470546455,,1.49,12:30:00,10:30:00,15:30:00,244790000.0,Technology,155140000.0,244.79M,155.14M
9,0,2024-11-20,ZIM,29.154806734737218,33.35955531001404,0.1455167173252279,27.2,09:30:00,7.616634266191838,32.07028740821094,27.697066398000352,,30.15,12:30:00,10:30:00,15:30:00,2972890000.0,Industrials,99230000.0,2972.89M,99.23M
15,0,2024-11-20,IONQ,28.776731074691355,8.56621914645114,0.1592550361079438,28.38,09:30:00,7.716703451258205,31.65440418216049,27.337894520956787,,30.5,12:30:00,10:30:00,15:30:00,3159820000.0,Technology,183760000.0,3159.82M,183.76M
10,0,2024-11-20,AI,32.289922202168995,7.64380025855187,0.0629381408537545,32.15,09:30:00,6.87711474216818,35.5189144223859,30.675426092060544,,34.43,12:30:00,10:30:00,15:30:00,3245620000.0,Technology,110220000.0,3245.62M,110.22M
11,0,2024-11-20,HIVE,4.359883872588332,6.341900369895376,0.0801886792452829,4.19,09:30:00,50.93289328097833,4.795872259847165,4.141889678958916,,4.58,12:30:00,10:30:00,15:30:00,454700000.0,Financial,118210000.0,454.7M,118.21M
3,0,2024-11-20,UPST,71.5961661154107,5.837673261923869,0.0857562408223201,70.0,09:30:00,3.101583674774486,78.75578272695176,68.01635780964016,,73.94,12:30:00,10:30:00,15:30:00,4702860000.0,Financial,77220000.0,4702.86M,77.22M
17,0,2024-11-20,COIN,331.1178936727698,9.775886525233044,0.0775658205896264,319.9,09:30:00,0.6706417993207406,364.2296830400468,314.5619989891313,,341.75,12:30:00,10:30:00,15:30:00,53105150000.0,Financial,191420000.0,53105.15M,191.42M
16,0,2024-11-20,ZETA,23.800980315449856,9.872668819097134,0.2973798015772067,23.65,09:30:00,9.329930828767331,26.18107834699484,22.61093129967736,,25.7,12:30:00,10:30:00,15:30:00,6191420000.0,Technology,186360000.0,6191.42M,186.36M
6,0,2024-11-20,GLBE,48.981268503055816,18.355560068173457,0.2707269632871383,47.85,09:30:00,4.533600431073895,53.87939535336139,46.53220507790302,,52.265,12:30:00,10:30:00,15:30:00,6380690000.0,Consumer Cyclical,94790000.0,6380.69M,94.79M
1,0,2024-11-20,PIII,0.2170077921297715,20.68500962329381,0.1857142857142857,0.2031,12:30:00,1023.2881401199012,0.2387085713427487,0.2061574025232829,,0.249,12:30:00,10:30:00,15:30:00,69170000.0,Healthcare,69990000.0,69.17M,69.99M
8,0,2024-11-20,LUXH,1.8725749580401705,18.767374830918108,0.2169312169312169,1.5,09:30:00,118.58617410563298,2.0598324538441877,1.778946210138162,,2.3,12:30:00,10:30:00,15:30:00,7110000.0,Consumer Cyclical,99180000.0,7.11M,99.18M
4,0,2024-11-20,GOEV,0.5046193320576278,8.96246412443871,0.1777777777777778,0.49,09:30:00,440.05745696369894,0.5550812652633905,0.4793883654547464,,0.53,12:30:00,10:30:00,15:30:00,82710000.0,Consumer Cyclical,78880000.0,82.71M,78.88M
24,0,2024-11-20,XPEV,12.713488866779567,9.566983657759344,0.0578860223648687,12.635,09:30:00,17.466605927523812,13.984837753457526,12.077814423440593,,13.2,12:30:00,10:30:00,15:30:00,8365370000.000001,Consumer Cyclical,765160000.0,8365.37M,765.16M
