Unnamed: 0,Strategy,Date,Ticker,Target Entry,Volume Spike,Price Spike,Previous Day Close,Signal Time,Shares,Stop Price,Sell Price,Backup Sell Time,Yesterday High,Time Threshold,Buy Time Threshold,Sell_Time,Market Cap,Sector,Float,Market Capitalization,Shares Float
3,0,2024-11-13,RCAT,4.060666358,10.01888599,0.165975104,3.8,09:30:00,264.7252705,4.466732994,3.85763304,,4.215,12:30:00,10:30:00,15:30:00,223970000,Technology,58100000,223.97M,58.1M
5,0,2024-11-13,CRNT,2.997716149,23.33579771,0.264413519,2.8,09:30:00,358.5933246,3.297487764,2.847830341,,3.18,12:30:00,10:30:00,15:30:00,225840000,Technology,68300000,225.84M,68.3M
19,0,2024-11-13,WULF,8.928154352,7.751823287,0.127272727,7.35,09:30:00,120.4012562,9.820969788,8.481746635,,9.3,12:30:00,10:30:00,15:30:00,2375950000,Financial,273430000,2375.95M,273.43M
23,0,2024-11-13,UAL,90.574282,8.888013719,0.050247539,89.9,09:30:00,11.86828067,99.6317102,86.0455679,,92.28,12:30:00,10:30:00,15:30:00,24337120000,Industrials,327150000,24337.12M,327.15M
25,0,2024-11-13,QS,5.05072831,10.07560955,0.057259714,4.91,09:30:00,212.8328696,5.555801141,4.798191895,,5.17,12:30:00,10:30:00,15:30:00,2631770000,Consumer Cyclical,350320000,2631.77M,350.32M
13,0,2024-11-13,CAN,1.87947445,10.05126881,0.225609756,1.52,09:30:00,571.9476529,2.067421894,1.785500727,,2.01,12:30:00,10:30:00,15:30:00,264260000,Technology,149260000,264.26M,149.26M
6,0,2024-11-13,OKLO,24.25434387,7.960948509,0.147651007,23.4,09:30:00,44.32034962,26.67977825,23.04162667,,26.25,12:30:00,10:30:00,15:30:00,2724050000,Utilities,69460000,2724.05M,69.46M
17,0,2024-11-13,CLSK,17.51640395,5.197393605,0.082524096,15.0,09:30:00,61.36881765,19.26804435,16.64058375,,17.9699,12:30:00,10:30:00,15:30:00,3212350000,Financial,244460000,3212.35M,244.46M
14,0,2024-11-13,MSTR,373.2655156,6.932901648,0.114178606,327.35,09:30:00,2.879882966,410.5920671,354.6022398,,383.4,12:30:00,10:30:00,15:30:00,40515490000,Technology,182910000,40515.49M,182.91M
12,0,2024-11-13,HTZ,3.796775008,11.64685442,0.195121951,3.79,10:00:00,283.1247566,4.176452509,3.606936258,,4.1,12:30:00,10:30:00,15:30:00,422100000,Industrials,137110000,422.1M,137.11M
11,0,2024-11-13,HIVE,5.351359189,5.400940635,0.08627451,4.6107,09:30:00,200.8762563,5.886495107,5.083791229,,5.54,12:30:00,10:30:00,15:30:00,454700000,Financial,118210000,454.7M,118.21M
16,0,2024-11-13,NNDM,2.192040828,15.85089286,0.058411215,2.16,09:30:00,490.392782,2.411244911,2.082438787,,2.265,12:30:00,10:30:00,15:30:00,513020000,Technology,219110000,513.02M,219.11M
2,0,2024-11-13,SSYS,10.06660066,25.95961522,0.256668643,9.95,09:30:00,106.7849055,11.07326072,9.563270623,,10.6,12:30:00,10:30:00,15:30:00,531120000,Technology,57280000,531.12M,57.28M
21,0,2024-11-13,MARA,24.8494901,7.392078469,0.08447205,21.41,09:30:00,43.25887557,27.33443911,23.60701559,,26.19,12:30:00,10:30:00,15:30:00,5509720000,Financial,290330000,5509.72M,290.33M
4,0,2024-11-13,RXT,3.117943677,15.41433218,0.253235294,3.05,09:30:00,344.7660097,3.429738045,2.962046493,,3.4088,12:30:00,10:30:00,15:30:00,574120000,Technology,59230000,574.12M,59.23M
31,0,2024-11-13,LCID,2.246392134,5.216661474,0.068807339,2.22,09:30:00,478.5277618,2.471031348,2.134072527,,2.33,12:30:00,10:30:00,15:30:00,5960680000,Consumer Cyclical,878170000,5960.68M,878.17M
27,0,2024-11-13,PSNY,1.264219359,6.289752382,0.057377049,1.1801,09:30:00,850.2962659,1.390641295,1.201008391,,1.3,12:30:00,10:30:00,15:30:00,603660000,Consumer Cyclical,467670000,603.66M,467.67M
1,0,2024-11-13,ARBK,1.467404434,11.19700712,0.188461538,1.35,10:00:00,732.5594601,1.614144878,1.394034212,,1.545,12:30:00,10:30:00,15:30:00,75900000,Financial,53530000,75.9M,53.53M
20,0,2024-11-13,GEV,337.5012171,6.130390037,0.053117783,337.04,09:30:00,3.185058144,371.2513388,320.6261562,,343.6434,12:30:00,10:30:00,15:30:00,75962960000,Utilities,274610000,75962.96M,274.61M
26,0,2024-11-13,GME,27.10924805,5.053581577,0.07218845,26.36,11:00:00,39.65292574,29.82017286,25.75378565,,28.22,12:30:00,10:30:00,15:30:00,8828760000,Consumer Cyclical,388580000,8828.76M,388.58M
32,0,2024-11-13,PLTR,62.30777121,6.419746199,0.072588832,61.13,09:30:00,17.25243865,68.53854834,59.19238265,,63.39,12:30:00,10:30:00,15:30:00,95624520000,Technology,2013590000,95624.52M,2013.59M
24,0,2024-11-13,BITF,2.657258549,6.592946017,0.082352941,2.28,09:30:00,404.5376014,2.922984404,2.524395622,,2.76,12:30:00,10:30:00,15:30:00,975050000,Financial,347620000,975.05M,347.62M
